price,date,exchange,source
2785.61000000,2021-05-21 07:07:00,Binance,API
2779.59000000,2021-05-21 07:08:00,Binance,API
2775.02000000,2021-05-21 07:09:00,Binance,API
2761.21000000,2021-05-21 07:10:00,Binance,API
2753.17000000,2021-05-21 07:11:00,Binance,API
2746.51000000,2021-05-21 07:12:00,Binance,API
2745.91000000,2021-05-21 07:13:00,Binance,API
2739.90000000,2021-05-21 07:14:00,Binance,API
2731.28000000,2021-05-21 07:15:00,Binance,API
2740.56000000,2021-05-21 07:16:00,Binance,API
2745.43000000,2021-05-21 07:17:00,Binance,API
2749.21000000,2021-05-21 07:18:00,Binance,API
2759.87000000,2021-05-21 07:19:00,Binance,API
2765.63000000,2021-05-21 07:20:00,Binance,API
2758.42000000,2021-05-21 07:21:00,Binance,API
2751.00000000,2021-05-21 07:22:00,Binance,API
2750.74000000,2021-05-21 07:23:00,Binance,API
2749.93000000,2021-05-21 07:24:00,Binance,API
2750.69000000,2021-05-21 07:25:00,Binance,API
2756.68000000,2021-05-21 07:26:00,Binance,API
2756.42000000,2021-05-21 07:27:00,Binance,API
2753.65000000,2021-05-21 07:28:00,Binance,API
2760.97000000,2021-05-21 07:29:00,Binance,API
2765.97000000,2021-05-21 07:30:00,Binance,API
2774.08000000,2021-05-21 07:31:00,Binance,API
2769.11000000,2021-05-21 07:32:00,Binance,API
2765.00000000,2021-05-21 07:33:00,Binance,API
2769.92000000,2021-05-21 07:34:00,Binance,API
2763.60000000,2021-05-21 07:35:00,Binance,API
2770.16000000,2021-05-21 07:36:00,Binance,API
2771.58000000,2021-05-21 07:37:00,Binance,API
2776.87000000,2021-05-21 07:38:00,Binance,API
2783.76000000,2021-05-21 07:39:00,Binance,API
2774.64000000,2021-05-21 07:40:00,Binance,API
2775.12000000,2021-05-21 07:41:00,Binance,API
2780.70000000,2021-05-21 07:42:00,Binance,API
2779.31000000,2021-05-21 07:43:00,Binance,API
2780.26000000,2021-05-21 07:44:00,Binance,API
2776.41000000,2021-05-21 07:45:00,Binance,API
2779.84000000,2021-05-21 07:46:00,Binance,API
2778.53000000,2021-05-21 07:47:00,Binance,API
2772.76000000,2021-05-21 07:48:00,Binance,API
2769.51000000,2021-05-21 07:49:00,Binance,API
2764.19000000,2021-05-21 07:50:00,Binance,API
2763.98000000,2021-05-21 07:51:00,Binance,API
2761.41000000,2021-05-21 07:52:00,Binance,API
2776.89000000,2021-05-21 07:53:00,Binance,API
2777.47000000,2021-05-21 07:54:00,Binance,API
2761.01000000,2021-05-21 07:55:00,Binance,API
2760.14000000,2021-05-21 07:56:00,Binance,API
2747.82000000,2021-05-21 07:57:00,Binance,API
2751.08000000,2021-05-21 07:58:00,Binance,API
2752.36000000,2021-05-21 07:59:00,Binance,API
2742.40000000,2021-05-21 08:00:00,Binance,API
2739.82000000,2021-05-21 08:01:00,Binance,API
2722.54000000,2021-05-21 08:02:00,Binance,API
2719.60000000,2021-05-21 08:03:00,Binance,API
2715.60000000,2021-05-21 08:04:00,Binance,API
2718.08000000,2021-05-21 08:05:00,Binance,API
2724.94000000,2021-05-21 08:06:00,Binance,API
2717.59000000,2021-05-21 08:07:00,Binance,API
2716.09000000,2021-05-21 08:08:00,Binance,API
2710.78000000,2021-05-21 08:09:00,Binance,API
2712.75000000,2021-05-21 08:10:00,Binance,API
2716.01000000,2021-05-21 08:11:00,Binance,API
2707.39000000,2021-05-21 08:12:00,Binance,API
2707.17000000,2021-05-21 08:13:00,Binance,API
2705.51000000,2021-05-21 08:14:00,Binance,API
2711.17000000,2021-05-21 08:15:00,Binance,API
2713.93000000,2021-05-21 08:16:00,Binance,API
2718.73000000,2021-05-21 08:17:00,Binance,API
2717.00000000,2021-05-21 08:18:00,Binance,API
2706.12000000,2021-05-21 08:19:00,Binance,API
2719.66000000,2021-05-21 08:20:00,Binance,API
2710.02000000,2021-05-21 08:21:00,Binance,API
2719.99000000,2021-05-21 08:22:00,Binance,API
2722.19000000,2021-05-21 08:23:00,Binance,API
2728.55000000,2021-05-21 08:24:00,Binance,API
2734.37000000,2021-05-21 08:25:00,Binance,API
2724.46000000,2021-05-21 08:26:00,Binance,API
2721.61000000,2021-05-21 08:27:00,Binance,API
2724.02000000,2021-05-21 08:28:00,Binance,API
2718.48000000,2021-05-21 08:29:00,Binance,API
2729.86000000,2021-05-21 08:30:00,Binance,API
2736.16000000,2021-05-21 08:31:00,Binance,API
2736.55000000,2021-05-21 08:32:00,Binance,API
2737.15000000,2021-05-21 08:33:00,Binance,API
2741.23000000,2021-05-21 08:34:00,Binance,API
2742.50000000,2021-05-21 08:35:00,Binance,API
2739.58000000,2021-05-21 08:36:00,Binance,API
2744.12000000,2021-05-21 08:37:00,Binance,API
2740.99000000,2021-05-21 08:38:00,Binance,API
2734.21000000,2021-05-21 08:39:00,Binance,API
2735.91000000,2021-05-21 08:40:00,Binance,API
2736.21000000,2021-05-21 08:41:00,Binance,API
2734.42000000,2021-05-21 08:42:00,Binance,API
2735.04000000,2021-05-21 08:43:00,Binance,API
2733.97000000,2021-05-21 08:44:00,Binance,API
2742.50000000,2021-05-21 08:45:00,Binance,API
2753.00000000,2021-05-21 08:46:00,Binance,API
2754.65000000,2021-05-21 08:47:00,Binance,API
2753.26000000,2021-05-21 08:48:00,Binance,API
2747.38000000,2021-05-21 08:49:00,Binance,API
2740.86000000,2021-05-21 08:50:00,Binance,API
2732.53000000,2021-05-21 08:51:00,Binance,API
